"Column Name","Label"
"S0601_C01_051MA","Annotation of Margin of Error!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level"
"S0601_C01_052E","Estimate!!Total!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C01_052EA","Annotation of Estimate!!Total!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C01_052M","Margin of Error!!Total!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C01_052MA","Annotation of Margin of Error!!Total!!PERCENT ALLOCATED!!Citizenship status"
"S0601_C01_053E","Estimate!!Total!!PERCENT ALLOCATED!!Place of birth"
"S0601_C01_053EA","Annotation of Estimate!!Total!!PERCENT ALLOCATED!!Place of birth"
"S0601_C01_053M","Margin of Error!!Total!!PERCENT ALLOCATED!!Place of birth"
"S0601_C01_053MA","Annotation of Margin of Error!!Total!!PERCENT ALLOCATED!!Place of birth"
"S0601_C02_001E","Estimate!!Native; born in state of residence!!Total population"
"S0601_C02_001EA","Annotation of Estimate!!Native; born in state of residence!!Total population"
"S0601_C02_001M","Margin of Error!!Native; born in state of residence!!Total population"
"S0601_C02_001MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population"
"S0601_C02_002E","Estimate!!Native; born in state of residence!!Total population!!AGE!!Under 5 years"
"S0601_C02_002EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!AGE!!Under 5 years"
"S0601_C02_002M","Margin of Error!!Native; born in state of residence!!Total population!!AGE!!Under 5 years"
"S0601_C02_002MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!AGE!!Under 5 years"
"S0601_C02_003E","Estimate!!Native; born in state of residence!!Total population!!AGE!!5 to 17 years"
"S0601_C02_003M","Margin of Error!!Native; born in state of residence!!Total population!!AGE!!5 to 17 years"
"S0601_C02_003MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!AGE!!5 to 17 years"
"S0601_C02_003EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!AGE!!5 to 17 years"
"S0601_C02_004E","Estimate!!Native; born in state of residence!!Total population!!AGE!!18 to 24 years"
"S0601_C02_004EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!AGE!!18 to 24 years"
"S0601_C02_004M","Margin of Error!!Native; born in state of residence!!Total population!!AGE!!18 to 24 years"
"S0601_C02_004MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!AGE!!18 to 24 years"
"S0601_C02_005E","Estimate!!Native; born in state of residence!!Total population!!AGE!!25 to 44 years"
"S0601_C02_005EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!AGE!!25 to 44 years"
"S0601_C02_005M","Margin of Error!!Native; born in state of residence!!Total population!!AGE!!25 to 44 years"
"S0601_C02_005MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!AGE!!25 to 44 years"
"S0601_C02_006E","Estimate!!Native; born in state of residence!!Total population!!AGE!!45 to 54 years"
"S0601_C02_006EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!AGE!!45 to 54 years"
"S0601_C02_006M","Margin of Error!!Native; born in state of residence!!Total population!!AGE!!45 to 54 years"
"S0601_C02_006MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!AGE!!45 to 54 years"
"S0601_C02_007E","Estimate!!Native; born in state of residence!!Total population!!AGE!!55 to 64 years"
"S0601_C02_007EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!AGE!!55 to 64 years"
"S0601_C02_007M","Margin of Error!!Native; born in state of residence!!Total population!!AGE!!55 to 64 years"
"S0601_C02_007MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!AGE!!55 to 64 years"
"S0601_C02_008E","Estimate!!Native; born in state of residence!!Total population!!AGE!!65 to 74 years"
"S0601_C02_008EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!AGE!!65 to 74 years"
"S0601_C02_008M","Margin of Error!!Native; born in state of residence!!Total population!!AGE!!65 to 74 years"
"S0601_C02_008MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!AGE!!65 to 74 years"
"S0601_C02_009E","Estimate!!Native; born in state of residence!!Total population!!AGE!!75 years and over"
"S0601_C02_009EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!AGE!!75 years and over"
"S0601_C02_009M","Margin of Error!!Native; born in state of residence!!Total population!!AGE!!75 years and over"
"S0601_C02_009MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!AGE!!75 years and over"
"S0601_C02_010E","Estimate!!Native; born in state of residence!!Total population!!AGE!!Median age (years)"
"S0601_C02_010EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!AGE!!Median age (years)"
"S0601_C02_010M","Margin of Error!!Native; born in state of residence!!Total population!!AGE!!Median age (years)"
"S0601_C02_010MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!AGE!!Median age (years)"
"S0601_C02_011E","Estimate!!Native; born in state of residence!!Total population!!SEX!!Male"
"S0601_C02_011EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!SEX!!Male"
"S0601_C02_011M","Margin of Error!!Native; born in state of residence!!Total population!!SEX!!Male"
"S0601_C02_011MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!SEX!!Male"
"S0601_C02_012E","Estimate!!Native; born in state of residence!!Total population!!SEX!!Female"
"S0601_C02_012M","Margin of Error!!Native; born in state of residence!!Total population!!SEX!!Female"
"S0601_C02_012MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!SEX!!Female"
"S0601_C02_012EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!SEX!!Female"
"S0601_C02_013E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C02_013EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C02_013M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C02_013MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S0601_C02_014E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C02_014EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C02_014M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C02_014MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S0601_C02_015E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C02_015EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C02_015M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C02_015MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S0601_C02_016E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C02_016EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C02_016M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C02_016MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S0601_C02_017E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C02_017M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C02_017MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C02_017EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S0601_C02_018E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C02_018EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C02_018M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C02_018MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S0601_C02_019E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C02_019EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C02_019M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C02_019MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S0601_C02_020E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C02_020EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C02_020M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C02_020MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S0601_C02_021E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C02_021EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C02_021M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C02_021MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)"
"S0601_C02_022E","Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C02_022EA","Annotation of Estimate!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C02_022M","Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C02_022MA","Annotation of Margin of Error!!Native; born in state of residence!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
"S0601_C02_023E","Estimate!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C02_023EA","Annotation of Estimate!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C02_023M","Margin of Error!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C02_023MA","Annotation of Margin of Error!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0601_C02_024E","Estimate!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C02_024EA","Annotation of Estimate!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C02_024M","Margin of Error!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C02_024MA","Annotation of Margin of Error!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English"
"S0601_C02_025E","Estimate!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C02_025EA","Annotation of Estimate!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C02_025M","Margin of Error!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C02_025MA","Annotation of Margin of Error!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  "very well""
"S0601_C02_026E","Estimate!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C02_026M","Margin of Error!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C02_026MA","Annotation of Margin of Error!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C02_026EA","Annotation of Estimate!!Native; born in state of residence!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English less than "very well""
"S0601_C02_027E","Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over"
"S0601_C02_027M","Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over"
"S0601_C02_027MA","Annotation of Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over"
"S0601_C02_027EA","Annotation of Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over"
"S0601_C02_028E","Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C02_028M","Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C02_028MA","Annotation of Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C02_028EA","Annotation of Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Never married"
"S0601_C02_029E","Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C02_029EA","Annotation of Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C02_029M","Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C02_029MA","Annotation of Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0601_C02_030E","Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C02_030EA","Annotation of Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C02_030M","Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C02_030MA","Annotation of Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0601_C02_031E","Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C02_031EA","Annotation of Estimate!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C02_031M","Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C02_031MA","Annotation of Margin of Error!!Native; born in state of residence!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0601_C02_032E","Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C02_032M","Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C02_032MA","Annotation of Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C02_032EA","Annotation of Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0601_C02_033E","Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C02_033EA","Annotation of Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C02_033M","Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C02_033MA","Annotation of Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0601_C02_034E","Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C02_034EA","Annotation of Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C02_034M","Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C02_034MA","Annotation of Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0601_C02_035E","Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C02_035EA","Annotation of Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C02_035M","Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C02_035MA","Annotation of Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0601_C02_036E","Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C02_036EA","Annotation of Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C02_036M","Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C02_036MA","Annotation of Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0601_C02_037E","Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C02_037EA","Annotation of Estimate!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C02_037M","Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C02_037MA","Annotation of Margin of Error!!Native; born in state of residence!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0601_C02_038E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C02_038EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C02_038M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C02_038MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over"
"S0601_C02_039E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C02_039M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C02_039MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C02_039EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss"
"S0601_C02_040E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C02_040EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C02_040M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C02_040MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$10,000 to $14,999"
"S0601_C02_041E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C02_041EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C02_041M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C02_041MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
"S0601_C02_042E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C02_042EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C02_042M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C02_042MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
"S0601_C02_043E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C02_043EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C02_043M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C02_043MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
"S0601_C02_044E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C02_044EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C02_044M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C02_044MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
"S0601_C02_045E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C02_045EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C02_045M","Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C02_045MA","Annotation of Margin of Error!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
"S0601_C02_046E","Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
"S0601_C02_046EA","Annotation of Estimate!!Native; born in state of residence!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
